"product_id","product_name","price","category_name","main_image_url","product_url","status","updated_at","is_deleted","display_yn","mall_id","description","keywords","image_tags"
"P114","벽걸이 캘린더 10","2700","달력","https://placehold.co/640x640/f97316/ffffff?text=P114","","active","2026-05-19T09:00:00Z","false","Y","","기업 홍보용 맞춤 제작 달력 샘플 10","달력;캘린더;탁상;홍보","calendar;desk"
"P115","부직포 쇼핑백 10","4900","가방","https://placehold.co/640x640/84cc16/ffffff?text=P115","","active","2026-05-19T09:00:00Z","false","Y","","친환경 행사와 쇼핑용 가방 샘플 10","가방;에코백;파우치;친환경","bag;eco;pouch"
"P116","장패드 10","2000","마우스패드","https://placehold.co/640x640/7c3aed/ffffff?text=P116","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 데스크 용품 샘플 10","마우스패드;장패드;사무용;인쇄","mousepad;desk"
"P117","칫솔 여행 세트 10","3200","생활용품","https://placehold.co/640x640/0f766e/ffffff?text=P117","","active","2026-05-19T09:00:00Z","false","Y","","일상에서 쓰기 좋은 생활 판촉물 샘플 10","생활용품;판촉;휴대용;선물","lifestyle;gift"
"P118","미니 접이식 우산 11","7400","우산","https://placehold.co/640x640/2563eb/ffffff?text=P118","","active","2026-05-19T09:00:00Z","false","Y","","판촉 행사와 기업 기념품에 쓰는 우산 샘플 11","우산;판촉;자동;접이식","umbrella;folding;color"
"P119","화이트 보틀 11","12000","텀블러","https://placehold.co/640x640/111827/ffffff?text=P119","","active","2026-05-19T09:00:00Z","false","Y","","보온 보냉이 가능한 사무실 텀블러 샘플 11","텀블러;스텐;보온;보틀","tumbler;stainless;bottle"
"P120","터치펜 겸용 볼펜 11","2000","볼펜","https://placehold.co/640x640/1d4ed8/ffffff?text=P120","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 판촉용 필기구 샘플 11","볼펜;펜;판촉;기념품","pen;stationery"
"P121","답례품 타올 11","4100","타올","https://placehold.co/640x640/f8fafc/ffffff?text=P121","","active","2026-05-19T09:00:00Z","false","Y","","행사 답례와 기업 선물용 타올 샘플 11","수건;타월;답례품;생활용품","towel;gift"
"P122","인덱스 점착메모 11","2400","점착메모지","https://placehold.co/640x640/facc15/ffffff?text=P122","","active","2026-05-19T09:00:00Z","false","Y","","사무실 홍보와 방문 선물용 메모지 샘플 11","점착;메모지;사무용;판촉","sticky;memo;paper"
"P123","메탈 상패 11","36200","상패","https://placehold.co/640x640/dbeafe/ffffff?text=P123","","active","2026-05-19T09:00:00Z","false","Y","","시상식과 감사 행사에 쓰는 상패 샘플 11","상패;크리스탈;트로피;감사패","crystal;trophy;award"
"P124","미니 캘린더 11","2800","달력","https://placehold.co/640x640/f97316/ffffff?text=P124","","active","2026-05-19T09:00:00Z","false","Y","","기업 홍보용 맞춤 제작 달력 샘플 11","달력;캘린더;탁상;홍보","calendar;desk"
"P125","캔버스 파우치 11","5000","가방","https://placehold.co/640x640/84cc16/ffffff?text=P125","","active","2026-05-19T09:00:00Z","false","Y","","친환경 행사와 쇼핑용 가방 샘플 11","가방;에코백;파우치;친환경","bag;eco;pouch"
"P126","젤 손목 마우스패드 11","2100","마우스패드","https://placehold.co/640x640/7c3aed/ffffff?text=P126","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 데스크 용품 샘플 11","마우스패드;장패드;사무용;인쇄","mousepad;desk"
"P127","다용도 파우치 11","3300","생활용품","https://placehold.co/640x640/0f766e/ffffff?text=P127","","active","2026-05-19T09:00:00Z","false","Y","","일상에서 쓰기 좋은 생활 판촉물 샘플 11","생활용품;판촉;휴대용;선물","lifestyle;gift"
"P128","컬러 3단 우산 12","7500","우산","https://placehold.co/640x640/2563eb/ffffff?text=P128","","active","2026-05-19T09:00:00Z","false","Y","","판촉 행사와 기업 기념품에 쓰는 우산 샘플 12","우산;판촉;자동;접이식","umbrella;folding;color"
"P129","손잡이 머그 텀블러 12","12100","텀블러","https://placehold.co/640x640/111827/ffffff?text=P129","","active","2026-05-19T09:00:00Z","false","Y","","보온 보냉이 가능한 사무실 텀블러 샘플 12","텀블러;스텐;보온;보틀","tumbler;stainless;bottle"
"P130","판촉용 컬러 볼펜 12","2100","볼펜","https://placehold.co/640x640/1d4ed8/ffffff?text=P130","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 판촉용 필기구 샘플 12","볼펜;펜;판촉;기념품","pen;stationery"
"P131","스포츠 타월 12","4200","타올","https://placehold.co/640x640/f8fafc/ffffff?text=P131","","active","2026-05-19T09:00:00Z","false","Y","","행사 답례와 기업 선물용 타올 샘플 12","수건;타월;답례품;생활용품","towel;gift"
"P132","방문형 메모지 12","2500","점착메모지","https://placehold.co/640x640/facc15/ffffff?text=P132","","active","2026-05-19T09:00:00Z","false","Y","","사무실 홍보와 방문 선물용 메모지 샘플 12","점착;메모지;사무용;판촉","sticky;memo;paper"
"P133","기념패 12","36300","상패","https://placehold.co/640x640/dbeafe/ffffff?text=P133","","active","2026-05-19T09:00:00Z","false","Y","","시상식과 감사 행사에 쓰는 상패 샘플 12","상패;크리스탈;트로피;감사패","crystal;trophy;award"
"P134","스케줄 달력 12","2900","달력","https://placehold.co/640x640/f97316/ffffff?text=P134","","active","2026-05-19T09:00:00Z","false","Y","","기업 홍보용 맞춤 제작 달력 샘플 12","달력;캘린더;탁상;홍보","calendar;desk"
"P135","장바구니 가방 12","5100","가방","https://placehold.co/640x640/84cc16/ffffff?text=P135","","active","2026-05-19T09:00:00Z","false","Y","","친환경 행사와 쇼핑용 가방 샘플 12","가방;에코백;파우치;친환경","bag;eco;pouch"
"P136","인쇄 마우스패드 12","2200","마우스패드","https://placehold.co/640x640/7c3aed/ffffff?text=P136","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 데스크 용품 샘플 12","마우스패드;장패드;사무용;인쇄","mousepad;desk"
"P137","미니 구급함 12","3400","생활용품","https://placehold.co/640x640/0f766e/ffffff?text=P137","","active","2026-05-19T09:00:00Z","false","Y","","일상에서 쓰기 좋은 생활 판촉물 샘플 12","생활용품;판촉;휴대용;선물","lifestyle;gift"
"P138","판촉 자동 우산 13","7600","우산","https://placehold.co/640x640/2563eb/ffffff?text=P138","","active","2026-05-19T09:00:00Z","false","Y","","판촉 행사와 기업 기념품에 쓰는 우산 샘플 13","우산;판촉;자동;접이식","umbrella;folding;color"
"P139","스텐 보온 텀블러 13","12200","텀블러","https://placehold.co/640x640/111827/ffffff?text=P139","","active","2026-05-19T09:00:00Z","false","Y","","보온 보냉이 가능한 사무실 텀블러 샘플 13","텀블러;스텐;보온;보틀","tumbler;stainless;bottle"
"P140","고급 볼펜 세트 13","2200","볼펜","https://placehold.co/640x640/1d4ed8/ffffff?text=P140","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 판촉용 필기구 샘플 13","볼펜;펜;판촉;기념품","pen;stationery"
"P141","호텔 수건 세트 13","4300","타올","https://placehold.co/640x640/f8fafc/ffffff?text=P141","","active","2026-05-19T09:00:00Z","false","Y","","행사 답례와 기업 선물용 타올 샘플 13","수건;타월;답례품;생활용품","towel;gift"
"P142","점착 메모지 세트 13","2600","점착메모지","https://placehold.co/640x640/facc15/ffffff?text=P142","","active","2026-05-19T09:00:00Z","false","Y","","사무실 홍보와 방문 선물용 메모지 샘플 13","점착;메모지;사무용;판촉","sticky;memo;paper"
"P143","크리스탈 감사패 13","36400","상패","https://placehold.co/640x640/dbeafe/ffffff?text=P143","","active","2026-05-19T09:00:00Z","false","Y","","시상식과 감사 행사에 쓰는 상패 샘플 13","상패;크리스탈;트로피;감사패","crystal;trophy;award"
"P144","탁상 달력 13","3000","달력","https://placehold.co/640x640/f97316/ffffff?text=P144","","active","2026-05-19T09:00:00Z","false","Y","","기업 홍보용 맞춤 제작 달력 샘플 13","달력;캘린더;탁상;홍보","calendar;desk"
"P145","친환경 에코백 13","5200","가방","https://placehold.co/640x640/84cc16/ffffff?text=P145","","active","2026-05-19T09:00:00Z","false","Y","","친환경 행사와 쇼핑용 가방 샘플 13","가방;에코백;파우치;친환경","bag;eco;pouch"
"P146","사무용 마우스패드 13","2300","마우스패드","https://placehold.co/640x640/7c3aed/ffffff?text=P146","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 데스크 용품 샘플 13","마우스패드;장패드;사무용;인쇄","mousepad;desk"
"P147","휴대용 손소독제 13","3500","생활용품","https://placehold.co/640x640/0f766e/ffffff?text=P147","","active","2026-05-19T09:00:00Z","false","Y","","일상에서 쓰기 좋은 생활 판촉물 샘플 13","생활용품;판촉;휴대용;선물","lifestyle;gift"
"P148","UV 차단 장우산 14","7700","우산","https://placehold.co/640x640/2563eb/ffffff?text=P148","","active","2026-05-19T09:00:00Z","false","Y","","판촉 행사와 기업 기념품에 쓰는 우산 샘플 14","우산;판촉;자동;접이식","umbrella;folding;color"
"P149","블랙 진공 텀블러 14","12300","텀블러","https://placehold.co/640x640/111827/ffffff?text=P149","","active","2026-05-19T09:00:00Z","false","Y","","보온 보냉이 가능한 사무실 텀블러 샘플 14","텀블러;스텐;보온;보틀","tumbler;stainless;bottle"
"P150","금속 볼펜 14","2300","볼펜","https://placehold.co/640x640/1d4ed8/ffffff?text=P150","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 판촉용 필기구 샘플 14","볼펜;펜;판촉;기념품","pen;stationery"
"P151","코마사 타월 14","4400","타올","https://placehold.co/640x640/f8fafc/ffffff?text=P151","","active","2026-05-19T09:00:00Z","false","Y","","행사 답례와 기업 선물용 타올 샘플 14","수건;타월;답례품;생활용품","towel;gift"
"P152","큐브 메모지 14","2700","점착메모지","https://placehold.co/640x640/facc15/ffffff?text=P152","","active","2026-05-19T09:00:00Z","false","Y","","사무실 홍보와 방문 선물용 메모지 샘플 14","점착;메모지;사무용;판촉","sticky;memo;paper"
"P153","유리 트로피 14","36500","상패","https://placehold.co/640x640/dbeafe/ffffff?text=P153","","active","2026-05-19T09:00:00Z","false","Y","","시상식과 감사 행사에 쓰는 상패 샘플 14","상패;크리스탈;트로피;감사패","crystal;trophy;award"
"P154","벽걸이 캘린더 14","3100","달력","https://placehold.co/640x640/f97316/ffffff?text=P154","","active","2026-05-19T09:00:00Z","false","Y","","기업 홍보용 맞춤 제작 달력 샘플 14","달력;캘린더;탁상;홍보","calendar;desk"
"P155","부직포 쇼핑백 14","5300","가방","https://placehold.co/640x640/84cc16/ffffff?text=P155","","active","2026-05-19T09:00:00Z","false","Y","","친환경 행사와 쇼핑용 가방 샘플 14","가방;에코백;파우치;친환경","bag;eco;pouch"
"P156","장패드 14","2400","마우스패드","https://placehold.co/640x640/7c3aed/ffffff?text=P156","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 데스크 용품 샘플 14","마우스패드;장패드;사무용;인쇄","mousepad;desk"
"P157","칫솔 여행 세트 14","3600","생활용품","https://placehold.co/640x640/0f766e/ffffff?text=P157","","active","2026-05-19T09:00:00Z","false","Y","","일상에서 쓰기 좋은 생활 판촉물 샘플 14","생활용품;판촉;휴대용;선물","lifestyle;gift"
"P158","미니 접이식 우산 15","7800","우산","https://placehold.co/640x640/2563eb/ffffff?text=P158","","active","2026-05-19T09:00:00Z","false","Y","","판촉 행사와 기업 기념품에 쓰는 우산 샘플 15","우산;판촉;자동;접이식","umbrella;folding;color"
"P159","화이트 보틀 15","12400","텀블러","https://placehold.co/640x640/111827/ffffff?text=P159","","active","2026-05-19T09:00:00Z","false","Y","","보온 보냉이 가능한 사무실 텀블러 샘플 15","텀블러;스텐;보온;보틀","tumbler;stainless;bottle"
"P160","터치펜 겸용 볼펜 15","2400","볼펜","https://placehold.co/640x640/1d4ed8/ffffff?text=P160","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 판촉용 필기구 샘플 15","볼펜;펜;판촉;기념품","pen;stationery"
"P161","답례품 타올 15","4500","타올","https://placehold.co/640x640/f8fafc/ffffff?text=P161","","active","2026-05-19T09:00:00Z","false","Y","","행사 답례와 기업 선물용 타올 샘플 15","수건;타월;답례품;생활용품","towel;gift"
"P162","인덱스 점착메모 15","2800","점착메모지","https://placehold.co/640x640/facc15/ffffff?text=P162","","active","2026-05-19T09:00:00Z","false","Y","","사무실 홍보와 방문 선물용 메모지 샘플 15","점착;메모지;사무용;판촉","sticky;memo;paper"
"P163","메탈 상패 15","36600","상패","https://placehold.co/640x640/dbeafe/ffffff?text=P163","","active","2026-05-19T09:00:00Z","false","Y","","시상식과 감사 행사에 쓰는 상패 샘플 15","상패;크리스탈;트로피;감사패","crystal;trophy;award"
"P164","미니 캘린더 15","3200","달력","https://placehold.co/640x640/f97316/ffffff?text=P164","","active","2026-05-19T09:00:00Z","false","Y","","기업 홍보용 맞춤 제작 달력 샘플 15","달력;캘린더;탁상;홍보","calendar;desk"
"P165","캔버스 파우치 15","5400","가방","https://placehold.co/640x640/84cc16/ffffff?text=P165","","active","2026-05-19T09:00:00Z","false","Y","","친환경 행사와 쇼핑용 가방 샘플 15","가방;에코백;파우치;친환경","bag;eco;pouch"
"P166","젤 손목 마우스패드 15","2500","마우스패드","https://placehold.co/640x640/7c3aed/ffffff?text=P166","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 데스크 용품 샘플 15","마우스패드;장패드;사무용;인쇄","mousepad;desk"
"P167","다용도 파우치 15","3700","생활용품","https://placehold.co/640x640/0f766e/ffffff?text=P167","","active","2026-05-19T09:00:00Z","false","Y","","일상에서 쓰기 좋은 생활 판촉물 샘플 15","생활용품;판촉;휴대용;선물","lifestyle;gift"
"P168","컬러 3단 우산 16","7900","우산","https://placehold.co/640x640/2563eb/ffffff?text=P168","","active","2026-05-19T09:00:00Z","false","Y","","판촉 행사와 기업 기념품에 쓰는 우산 샘플 16","우산;판촉;자동;접이식","umbrella;folding;color"
"P169","손잡이 머그 텀블러 16","12500","텀블러","https://placehold.co/640x640/111827/ffffff?text=P169","","active","2026-05-19T09:00:00Z","false","Y","","보온 보냉이 가능한 사무실 텀블러 샘플 16","텀블러;스텐;보온;보틀","tumbler;stainless;bottle"
"P170","판촉용 컬러 볼펜 16","2500","볼펜","https://placehold.co/640x640/1d4ed8/ffffff?text=P170","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 판촉용 필기구 샘플 16","볼펜;펜;판촉;기념품","pen;stationery"
"P171","스포츠 타월 16","4600","타올","https://placehold.co/640x640/f8fafc/ffffff?text=P171","","active","2026-05-19T09:00:00Z","false","Y","","행사 답례와 기업 선물용 타올 샘플 16","수건;타월;답례품;생활용품","towel;gift"
"P172","방문형 메모지 16","2900","점착메모지","https://placehold.co/640x640/facc15/ffffff?text=P172","","active","2026-05-19T09:00:00Z","false","Y","","사무실 홍보와 방문 선물용 메모지 샘플 16","점착;메모지;사무용;판촉","sticky;memo;paper"
"P173","기념패 16","36700","상패","https://placehold.co/640x640/dbeafe/ffffff?text=P173","","active","2026-05-19T09:00:00Z","false","Y","","시상식과 감사 행사에 쓰는 상패 샘플 16","상패;크리스탈;트로피;감사패","crystal;trophy;award"
"P174","스케줄 달력 16","3300","달력","https://placehold.co/640x640/f97316/ffffff?text=P174","","active","2026-05-19T09:00:00Z","false","Y","","기업 홍보용 맞춤 제작 달력 샘플 16","달력;캘린더;탁상;홍보","calendar;desk"
"P175","장바구니 가방 16","5500","가방","https://placehold.co/640x640/84cc16/ffffff?text=P175","","active","2026-05-19T09:00:00Z","false","Y","","친환경 행사와 쇼핑용 가방 샘플 16","가방;에코백;파우치;친환경","bag;eco;pouch"
"P176","인쇄 마우스패드 16","2600","마우스패드","https://placehold.co/640x640/7c3aed/ffffff?text=P176","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 데스크 용품 샘플 16","마우스패드;장패드;사무용;인쇄","mousepad;desk"
"P177","미니 구급함 16","3800","생활용품","https://placehold.co/640x640/0f766e/ffffff?text=P177","","active","2026-05-19T09:00:00Z","false","Y","","일상에서 쓰기 좋은 생활 판촉물 샘플 16","생활용품;판촉;휴대용;선물","lifestyle;gift"
"P178","판촉 자동 우산 17","8000","우산","https://placehold.co/640x640/2563eb/ffffff?text=P178","","active","2026-05-19T09:00:00Z","false","Y","","판촉 행사와 기업 기념품에 쓰는 우산 샘플 17","우산;판촉;자동;접이식","umbrella;folding;color"
"P179","스텐 보온 텀블러 17","12600","텀블러","https://placehold.co/640x640/111827/ffffff?text=P179","","active","2026-05-19T09:00:00Z","false","Y","","보온 보냉이 가능한 사무실 텀블러 샘플 17","텀블러;스텐;보온;보틀","tumbler;stainless;bottle"
"P180","고급 볼펜 세트 17","2600","볼펜","https://placehold.co/640x640/1d4ed8/ffffff?text=P180","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 판촉용 필기구 샘플 17","볼펜;펜;판촉;기념품","pen;stationery"
"P181","호텔 수건 세트 17","4700","타올","https://placehold.co/640x640/f8fafc/ffffff?text=P181","","active","2026-05-19T09:00:00Z","false","Y","","행사 답례와 기업 선물용 타올 샘플 17","수건;타월;답례품;생활용품","towel;gift"
"P182","점착 메모지 세트 17","3000","점착메모지","https://placehold.co/640x640/facc15/ffffff?text=P182","","active","2026-05-19T09:00:00Z","false","Y","","사무실 홍보와 방문 선물용 메모지 샘플 17","점착;메모지;사무용;판촉","sticky;memo;paper"
"P183","크리스탈 감사패 17","36800","상패","https://placehold.co/640x640/dbeafe/ffffff?text=P183","","active","2026-05-19T09:00:00Z","false","Y","","시상식과 감사 행사에 쓰는 상패 샘플 17","상패;크리스탈;트로피;감사패","crystal;trophy;award"
"P184","탁상 달력 17","3400","달력","https://placehold.co/640x640/f97316/ffffff?text=P184","","active","2026-05-19T09:00:00Z","false","Y","","기업 홍보용 맞춤 제작 달력 샘플 17","달력;캘린더;탁상;홍보","calendar;desk"
"P185","친환경 에코백 17","5600","가방","https://placehold.co/640x640/84cc16/ffffff?text=P185","","active","2026-05-19T09:00:00Z","false","Y","","친환경 행사와 쇼핑용 가방 샘플 17","가방;에코백;파우치;친환경","bag;eco;pouch"
"P186","사무용 마우스패드 17","2700","마우스패드","https://placehold.co/640x640/7c3aed/ffffff?text=P186","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 데스크 용품 샘플 17","마우스패드;장패드;사무용;인쇄","mousepad;desk"
"P187","휴대용 손소독제 17","3900","생활용품","https://placehold.co/640x640/0f766e/ffffff?text=P187","","active","2026-05-19T09:00:00Z","false","Y","","일상에서 쓰기 좋은 생활 판촉물 샘플 17","생활용품;판촉;휴대용;선물","lifestyle;gift"
"P188","UV 차단 장우산 18","7200","우산","https://placehold.co/640x640/2563eb/ffffff?text=P188","","active","2026-05-19T09:00:00Z","false","Y","","판촉 행사와 기업 기념품에 쓰는 우산 샘플 18","우산;판촉;자동;접이식","umbrella;folding;color"
"P189","블랙 진공 텀블러 18","11800","텀블러","https://placehold.co/640x640/111827/ffffff?text=P189","","active","2026-05-19T09:00:00Z","false","Y","","보온 보냉이 가능한 사무실 텀블러 샘플 18","텀블러;스텐;보온;보틀","tumbler;stainless;bottle"
"P190","금속 볼펜 18","1800","볼펜","https://placehold.co/640x640/1d4ed8/ffffff?text=P190","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 판촉용 필기구 샘플 18","볼펜;펜;판촉;기념품","pen;stationery"
"P191","코마사 타월 18","3900","타올","https://placehold.co/640x640/f8fafc/ffffff?text=P191","","active","2026-05-19T09:00:00Z","false","Y","","행사 답례와 기업 선물용 타올 샘플 18","수건;타월;답례품;생활용품","towel;gift"
"P192","큐브 메모지 18","2200","점착메모지","https://placehold.co/640x640/facc15/ffffff?text=P192","","active","2026-05-19T09:00:00Z","false","Y","","사무실 홍보와 방문 선물용 메모지 샘플 18","점착;메모지;사무용;판촉","sticky;memo;paper"
"P193","유리 트로피 18","36000","상패","https://placehold.co/640x640/dbeafe/ffffff?text=P193","","active","2026-05-19T09:00:00Z","false","Y","","시상식과 감사 행사에 쓰는 상패 샘플 18","상패;크리스탈;트로피;감사패","crystal;trophy;award"
"P194","벽걸이 캘린더 18","2600","달력","https://placehold.co/640x640/f97316/ffffff?text=P194","","active","2026-05-19T09:00:00Z","false","Y","","기업 홍보용 맞춤 제작 달력 샘플 18","달력;캘린더;탁상;홍보","calendar;desk"
"P195","부직포 쇼핑백 18","4800","가방","https://placehold.co/640x640/84cc16/ffffff?text=P195","","active","2026-05-19T09:00:00Z","false","Y","","친환경 행사와 쇼핑용 가방 샘플 18","가방;에코백;파우치;친환경","bag;eco;pouch"
"P196","장패드 18","1900","마우스패드","https://placehold.co/640x640/7c3aed/ffffff?text=P196","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 데스크 용품 샘플 18","마우스패드;장패드;사무용;인쇄","mousepad;desk"
"P197","칫솔 여행 세트 18","3100","생활용품","https://placehold.co/640x640/0f766e/ffffff?text=P197","","active","2026-05-19T09:00:00Z","false","Y","","일상에서 쓰기 좋은 생활 판촉물 샘플 18","생활용품;판촉;휴대용;선물","lifestyle;gift"
"P198","미니 접이식 우산 19","7300","우산","https://placehold.co/640x640/2563eb/ffffff?text=P198","","active","2026-05-19T09:00:00Z","false","Y","","판촉 행사와 기업 기념품에 쓰는 우산 샘플 19","우산;판촉;자동;접이식","umbrella;folding;color"
"P199","화이트 보틀 19","11900","텀블러","https://placehold.co/640x640/111827/ffffff?text=P199","","active","2026-05-19T09:00:00Z","false","Y","","보온 보냉이 가능한 사무실 텀블러 샘플 19","텀블러;스텐;보온;보틀","tumbler;stainless;bottle"
"P200","터치펜 겸용 볼펜 19","1900","볼펜","https://placehold.co/640x640/1d4ed8/ffffff?text=P200","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 판촉용 필기구 샘플 19","볼펜;펜;판촉;기념품","pen;stationery"
"P201","답례품 타올 19","4000","타올","https://placehold.co/640x640/f8fafc/ffffff?text=P201","","active","2026-05-19T09:00:00Z","false","Y","","행사 답례와 기업 선물용 타올 샘플 19","수건;타월;답례품;생활용품","towel;gift"
"P202","인덱스 점착메모 19","2300","점착메모지","https://placehold.co/640x640/facc15/ffffff?text=P202","","active","2026-05-19T09:00:00Z","false","Y","","사무실 홍보와 방문 선물용 메모지 샘플 19","점착;메모지;사무용;판촉","sticky;memo;paper"
"P203","메탈 상패 19","36100","상패","https://placehold.co/640x640/dbeafe/ffffff?text=P203","","active","2026-05-19T09:00:00Z","false","Y","","시상식과 감사 행사에 쓰는 상패 샘플 19","상패;크리스탈;트로피;감사패","crystal;trophy;award"
"P204","미니 캘린더 19","2700","달력","https://placehold.co/640x640/f97316/ffffff?text=P204","","active","2026-05-19T09:00:00Z","false","Y","","기업 홍보용 맞춤 제작 달력 샘플 19","달력;캘린더;탁상;홍보","calendar;desk"
"P205","캔버스 파우치 19","4900","가방","https://placehold.co/640x640/84cc16/ffffff?text=P205","","active","2026-05-19T09:00:00Z","false","Y","","친환경 행사와 쇼핑용 가방 샘플 19","가방;에코백;파우치;친환경","bag;eco;pouch"
"P206","젤 손목 마우스패드 19","2000","마우스패드","https://placehold.co/640x640/7c3aed/ffffff?text=P206","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 데스크 용품 샘플 19","마우스패드;장패드;사무용;인쇄","mousepad;desk"
"P207","다용도 파우치 19","3200","생활용품","https://placehold.co/640x640/0f766e/ffffff?text=P207","","active","2026-05-19T09:00:00Z","false","Y","","일상에서 쓰기 좋은 생활 판촉물 샘플 19","생활용품;판촉;휴대용;선물","lifestyle;gift"
"P208","컬러 3단 우산 20","7400","우산","https://placehold.co/640x640/2563eb/ffffff?text=P208","","active","2026-05-19T09:00:00Z","false","Y","","판촉 행사와 기업 기념품에 쓰는 우산 샘플 20","우산;판촉;자동;접이식","umbrella;folding;color"
"P209","손잡이 머그 텀블러 20","12000","텀블러","https://placehold.co/640x640/111827/ffffff?text=P209","","active","2026-05-19T09:00:00Z","false","Y","","보온 보냉이 가능한 사무실 텀블러 샘플 20","텀블러;스텐;보온;보틀","tumbler;stainless;bottle"
"P210","판촉용 컬러 볼펜 20","2000","볼펜","https://placehold.co/640x640/1d4ed8/ffffff?text=P210","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 판촉용 필기구 샘플 20","볼펜;펜;판촉;기념품","pen;stationery"
"P211","스포츠 타월 20","4100","타올","https://placehold.co/640x640/f8fafc/ffffff?text=P211","","active","2026-05-19T09:00:00Z","false","Y","","행사 답례와 기업 선물용 타올 샘플 20","수건;타월;답례품;생활용품","towel;gift"
"P212","방문형 메모지 20","2400","점착메모지","https://placehold.co/640x640/facc15/ffffff?text=P212","","active","2026-05-19T09:00:00Z","false","Y","","사무실 홍보와 방문 선물용 메모지 샘플 20","점착;메모지;사무용;판촉","sticky;memo;paper"
"P213","기념패 20","36200","상패","https://placehold.co/640x640/dbeafe/ffffff?text=P213","","active","2026-05-19T09:00:00Z","false","Y","","시상식과 감사 행사에 쓰는 상패 샘플 20","상패;크리스탈;트로피;감사패","crystal;trophy;award"
"P214","스케줄 달력 20","2800","달력","https://placehold.co/640x640/f97316/ffffff?text=P214","","active","2026-05-19T09:00:00Z","false","Y","","기업 홍보용 맞춤 제작 달력 샘플 20","달력;캘린더;탁상;홍보","calendar;desk"
"P215","장바구니 가방 20","5000","가방","https://placehold.co/640x640/84cc16/ffffff?text=P215","","active","2026-05-19T09:00:00Z","false","Y","","친환경 행사와 쇼핑용 가방 샘플 20","가방;에코백;파우치;친환경","bag;eco;pouch"
"P216","인쇄 마우스패드 20","2100","마우스패드","https://placehold.co/640x640/7c3aed/ffffff?text=P216","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 데스크 용품 샘플 20","마우스패드;장패드;사무용;인쇄","mousepad;desk"
"P217","미니 구급함 20","3300","생활용품","https://placehold.co/640x640/0f766e/ffffff?text=P217","","active","2026-05-19T09:00:00Z","false","Y","","일상에서 쓰기 좋은 생활 판촉물 샘플 20","생활용품;판촉;휴대용;선물","lifestyle;gift"
"P218","판촉 자동 우산 21","7500","우산","https://placehold.co/640x640/2563eb/ffffff?text=P218","","active","2026-05-19T09:00:00Z","false","Y","","판촉 행사와 기업 기념품에 쓰는 우산 샘플 21","우산;판촉;자동;접이식","umbrella;folding;color"
"P219","스텐 보온 텀블러 21","12100","텀블러","https://placehold.co/640x640/111827/ffffff?text=P219","","active","2026-05-19T09:00:00Z","false","Y","","보온 보냉이 가능한 사무실 텀블러 샘플 21","텀블러;스텐;보온;보틀","tumbler;stainless;bottle"
"P220","고급 볼펜 세트 21","2100","볼펜","https://placehold.co/640x640/1d4ed8/ffffff?text=P220","","active","2026-05-19T09:00:00Z","false","Y","","로고 인쇄가 가능한 판촉용 필기구 샘플 21","볼펜;펜;판촉;기념품","pen;stationery"
"P221","호텔 수건 세트 21","4200","타올","https://placehold.co/640x640/f8fafc/ffffff?text=P221","","active","2026-05-19T09:00:00Z","false","Y","","행사 답례와 기업 선물용 타올 샘플 21","수건;타월;답례품;생활용품","towel;gift"
"P222","점착 메모지 세트 21","2500","점착메모지","https://placehold.co/640x640/facc15/ffffff?text=P222","","active","2026-05-19T09:00:00Z","false","Y","","사무실 홍보와 방문 선물용 메모지 샘플 21","점착;메모지;사무용;판촉","sticky;memo;paper"
"P223","크리스탈 감사패 21","36300","상패","https://placehold.co/640x640/dbeafe/ffffff?text=P223","","active","2026-05-19T09:00:00Z","false","Y","","시상식과 감사 행사에 쓰는 상패 샘플 21","상패;크리스탈;트로피;감사패","crystal;trophy;award"
